ID,img_path,Description,Question,A,B,C,D,answer
TRAIN_830,./dataset/generated/images/scene_630.jpg,A beach scene with a blue ball and a yellow ball on the sand. There are also palm trees in the background.,What color are the balls on the sand?,Blue and yellow,Red and green,Pink and blue,White and black,A
TRAIN_831,./dataset/generated/images/scene_631.jpg,"The image features a small village with a white cottage, a garden, and a horse-drawn carriage. The village is situated on a hillside, and the cottage is surrounded by a beautiful garden.",What is the primary mode of transportation in the village?,Horse-drawn carriage,Car,Bicycle,Train,A
TRAIN_832,./dataset/generated/images/scene_632.jpg,"The image shows a beautiful sunset over a desert landscape. The sun is setting behind a mountain range, casting a warm glow over the sandy terrain. There are two tall, dry grass stalks standing in the foreground, with a third one further back.",What is the main subject of the image?,The sunset,The grass stalks,The mountain range,The desert landscape,A
TRAIN_833,./dataset/generated/images/scene_633.jpg,"A beautiful waterfall surrounded by trees and rocks. The waterfall is surrounded by a forest, and the water is flowing down the rocks.",What is the main feature of the image?,A waterfall,A forest,A river,A mountain,A
TRAIN_834,./dataset/generated/images/scene_634.jpg,"The image is a nighttime view of a city with tall buildings and a large body of water. The city is lit up with lights, creating a beautiful and vibrant scene.",What is the main subject of the image?,A large body of water,Tall buildings,The city skyline,A combination of the city skyline and the large body of water,D
TRAIN_835,./dataset/generated/images/scene_635.jpg,"A man is taking pictures of cows in a field. There are several cows in the field, and some are standing in the grass.",What is the man doing in the image?,Taking pictures of the cows,Standing in the grass,Walking in the field,All of the above,A
TRAIN_836,./dataset/generated/images/scene_636.jpg,"A person is holding a camera and pointing it towards the ocean. The sun is setting, creating a beautiful scene.",What is the person holding in their hand?,A cell phone,A camera,A surfboard,A surfboard,B
TRAIN_837,./dataset/generated/images/scene_637.jpg,"A group of people are sitting around a dinner table with plates of food in front of them. There are multiple wine glasses, cups, and bottles on the table. A woman is sitting next to a man, and they are both smiling.",What is the main focus of the image?,The people sitting around the table,The food on the table,"The wine glasses, cups, and bottles",The woman and man smiling,A
TRAIN_838,./dataset/generated/images/scene_638.jpg,"A group of people are sitting around a table filled with food, drinks, and wine glasses. They are enjoying a meal together, smiling and laughing.",What is the main activity in the image?,Eating,Drinking,Smiling,Laughing,A
TRAIN_839,./dataset/generated/images/scene_639.jpg,"A group of women are sitting on a blanket in a park, enjoying a picnic with various fruits and drinks. They are surrounded by a variety of food items, including apples, oranges, and strawberries.",What is the main activity of the group of women in the image?,They are playing a game,They are having a picnic,They are watching a movie,They are having a party,B
TRAIN_840,./dataset/generated/images/scene_64.jpg,"A group of women are sitting at a bar, drinking and laughing. They are wearing dresses and enjoying their time together.",What is the main activity of the women in the image?,Drinking,Laughing,Eating,Smoking,A
TRAIN_841,./dataset/generated/images/scene_640.jpg,"A family is sitting around a dining table, enjoying a meal together. They are eating various foods, including pizza, salad, and sandwiches. There are multiple cups, bowls, and utensils on the table.",What is the main activity in the image?,The family is eating pizza,The family is eating salad,The family is eating sandwiches,The family is eating a variety of foods,D
TRAIN_842,./dataset/generated/images/scene_641.jpg,"A group of people are standing in a forest, surrounded by backpacks and camping gear. They are smiling and enjoying their time together.",What is the group of people doing in the forest?,Hiking,Camping,Fishing,Picnicking,B
TRAIN_843,./dataset/generated/images/scene_642.jpg,A man is preparing sushi rolls on a wooden table. He is placing a piece of fish on top of a roll of rice.,What is the man doing in the image?,Making a sandwich,Preparing sushi rolls,Cooking a meal,Cleaning the table,B
TRAIN_844,./dataset/generated/images/scene_643.jpg,A plate of croissants is on a table in a cafe. There are cups of coffee and a menu on the table.,What is the main item on the table?,Croissants,Coffee,Menu,All of the above,A
TRAIN_845,./dataset/generated/images/scene_644.jpg,"Three people are sitting on a blanket in a park, enjoying a picnic. They are surrounded by a beautiful garden with flowers and trees.",What is the main activity of the people in the image?,They are walking,They are sitting on a blanket,They are eating,They are playing,B
TRAIN_846,./dataset/generated/images/scene_645.jpg,A group of people are walking around a food court with a variety of food options. They are carrying handbags and backpacks.,What is the main activity in the image?,Eating,Walking,Shopping,Sitting,B
TRAIN_847,./dataset/generated/images/scene_646.jpg,"A group of people, including a man and a woman, are standing in a field with a sheep. They are wearing aprons and appear to be farmers.",What is the group of people wearing?,Aprons,Hats,Shirts,Vests,A
TRAIN_848,./dataset/generated/images/scene_647.jpg,"A young girl is sitting on a staircase, wearing a white shirt and blue shorts. She is looking down, possibly contemplating her next move.",What is the girl wearing?,A white shirt and blue shorts,A black shirt and blue shorts,A white shirt and black shorts,A black shirt and white shorts,A
TRAIN_849,./dataset/generated/images/scene_648.jpg,"A woman is laying on the beach, wearing a bikini and sunglasses. She is holding a cell phone to her ear. There are several bowls and cups on the sand, as well as a beach umbrella.",What is the woman wearing?,A bikini,A shirt and pants,A dress,A suit,A
TRAIN_850,./dataset/generated/images/scene_649.jpg,"A woman is sitting on the ground in a park, surrounded by trees. She is wearing a green jacket and pink pants. She is holding a cup and a spoon.",What is the woman holding in her hand?,A cup and a spoon,A cup and a fork,A cup and a knife,A cup and a spoon,A
TRAIN_851,./dataset/generated/images/scene_65.jpg,"A man and a woman are sitting on a bench, smiling and looking at each other. The woman is wearing a green sweater and the man is wearing a pink shirt. They are both holding hands.",What color is the man's shirt?,Pink,Green,Blue,White,A
TRAIN_852,./dataset/generated/images/scene_650.jpg,A man is standing in front of a Canon camera. He is wearing a suit and tie.,What is the man wearing in the image?,Suit and tie,Shirt and pants,Jeans and t-shirt,Casual clothing,A
TRAIN_853,./dataset/generated/images/scene_651.jpg,"A woman is taking a picture of a concert using her cell phone. She is in a crowd of people, and there are lights in the background.",What is the woman taking a picture of?,The crowd,The lights,The concert,The cell phone,C
TRAIN_854,./dataset/generated/images/scene_652.jpg,"Two women are sitting on a blanket in a park, enjoying a picnic. They have a basket of food, including a bowl of fruit, and a camera. One of the women is taking a picture of the other.",What is the woman taking a picture of?,The other woman,The camera,The food,The park,A
